date,visitor,visit_pts,home,home_pts,night_out,result,pt_spread,,,,,,,,
3/6/18,New Orleans,121,LA Clippers,116,1,0,-5,,,,,,,,
3/6/18,Houston,122,Okla City,112,0,0,-10,,,,,,,,
3/6/18,New York,87,Portland,111,0,1,24,,,,,,,,
3/6/18,Atlanta,90,Toronto,106,0,1,16,,,,,,,,
3/6/18,Miami,113,Washington,117,0,1,4,,,,,,,,
3/7/18,Memphis,110,Chicago,119,0,1,9,,,,,,,,
3/7/18,Cleveland,113,Denver,108,0,0,-5,,,,,,,,
3/7/18,Toronto,121,Detroit,119,0,0,-2,,,,,,,,
3/7/18,Utah,104,Indiana,84,0,0,-20,,,,,,,,
3/7/18,Orlando,107,LA Lakers,108,1,1,1,,,,,,,,
3/7/18,Houston,110,Milwaukee,99,0,0,-11,,,,,,,,
3/7/18,New Orleans,114,Sacramento,101,0,0,-13,,,,,,,,
3/8/18,Brooklyn,125,Charlotte,111,0,0,-14,,,,,,,,
3/8/18,San Antonio,107,Golden State,110,0,1,3,,,,,,,,
3/8/18,Philadelphia,99,Miami,108,1,1,9,,,,,,,,
3/8/18,Boston,117,Minnesota,109,0,0,-8,,,,,,,,
3/8/18,Phoenix,87,Okla City,115,0,1,28,,,,,,,,
3/9/18,LA Lakers,116,Denver,125,0,1,9,,,,,,,,
3/9/18,Chicago,83,Detroit,99,0,1,16,,,,,,,,
3/9/18,Atlanta,87,Indiana,112,0,1,25,,,,,,,,
3/9/18,Cleveland,102,LA Clippers,116,1,1,14,,,,,,,,
3/9/18,Utah,95,Memphis,78,0,0,-17,,,,,,,,
3/9/18,New York,112,Milwaukee,120,0,1,8,,,,,,,,
3/9/18,Washington,116,New Orleans,97,0,0,-19,,,,,,,,
3/9/18,Golden State,108,Portland,125,0,1,17,,,,,,,,
3/9/18,Orlando,88,Sacramento,94,0,1,6,,,,,,,,
3/9/18,Houston,105,Toronto,108,0,1,3,,,,,,,,
3/10/18,Phoenix,115,Charlotte,122,0,1,7,,,,,,,,
3/10/18,Memphis,80,Dallas,114,0,1,34,,,,,,,,
3/10/18,Orlando,105,LA Clippers,113,1,1,8,,,,,,,,
3/10/18,Washington,102,Miami,129,1,1,27,,,,,,,,
3/10/18,San Antonio,94,Okla City,104,0,1,10,,,,,,,,
3/11/18,Chicago,129,Atlanta,122,0,0,-7,,,,,,,,
3/11/18,Indiana,99,Boston,97,0,0,-2,,,,,,,,
3/11/18,Philadelphia,120,Brooklyn,97,0,0,-23,,,,,,,,
3/11/18,Houston,105,Dallas,82,0,0,-23,,,,,,,,
3/11/18,Sacramento,104,Denver,130,0,1,26,,,,,,,,
3/11/18,Cleveland,113,LA Lakers,127,1,1,14,,,,,,,,
3/11/18,Golden State,103,Minnesota,109,0,1,6,,,,,,,,
3/11/18,Utah,116,New Orleans,99,0,0,-17,,,,,,,,
3/11/18,Toronto,132,New York,106,1,0,-26,,,,,,,,
3/12/18,San Antonio,93,Houston,109,0,1,16,,,,,,,,
3/12/18,Milwaukee,121,Memphis,103,0,0,-18,,,,,,,,
3/12/18,Sacramento,101,Okla City,106,0,1,5,,,,,,,,
3/12/18,Miami,99,Portland,115,0,1,16,,,,,,,,
3/13/18,Okla City,119,Atlanta,107,0,0,-12,,,,,,,,
3/13/18,Toronto,116,Brooklyn,102,0,0,-14,,,,,,,,
3/13/18,LA Clippers,112,Chicago,106,0,0,-6,,,,,,,,
3/13/18,Denver,103,LA Lakers,112,1,1,9,,,,,,,,
3/13/18,Charlotte,115,New Orleans,119,0,1,4,,,,,,,,
3/13/18,Dallas,110,New York,97,1,0,-13,,,,,,,,
3/13/18,Indiana,101,Philadelphia,98,0,0,-3,,,,,,,,
3/13/18,Cleveland,129,Phoenix,107,0,0,-22,,,,,,,,
3/13/18,Orlando,72,San Antonio,108,0,1,36,,,,,,,,
3/13/18,Detroit,79,Utah,110,0,1,31,,,,,,,,
3/13/18,Minnesota,116,Washington,111,0,0,-5,,,,,,,,
3/14/18,Washington,125,Boston,124,0,0,-1,,,,,,,,
3/14/18,LA Lakers,106,Golden State,117,0,1,11,,,,,,,,
3/14/18,Milwaukee,117,Orlando,126,0,1,9,,,,,,,,
3/14/18,Miami,119,Sacramento,123,0,1,4,,,,,,,,
3/15/18,Charlotte,129,Atlanta,117,0,0,-12,,,,,,,,
3/15/18,Detroit,113,Denver,120,0,1,7,,,,,,,,
3/15/18,LA Clippers,96,Houston,101,0,1,5,,,,,,,,
3/15/18,Toronto,106,Indiana,99,0,0,-7,,,,,,,,
3/15/18,Chicago,111,Memphis,110,0,0,-1,,,,,,,,
3/15/18,Philadelphia,118,New York,110,1,0,-8,,,,,,,,
3/15/18,Cleveland,105,Portland,113,0,1,8,,,,,,,,
3/15/18,New Orleans,93,San Antonio,98,0,1,5,,,,,,,,
3/15/18,Phoenix,88,Utah,116,0,1,28,,,,,,,,
3/16/18,Sacramento,98,Golden State,93,0,0,-5,,,,,,,,
3/16/18,Miami,92,LA Lakers,91,-1,0,-1,,,,,,,,
3/16/18,LA Clippers,113,Okla City,121,0,1,8,,,,,,,,
3/16/18,Boston,92,Orlando,83,0,0,-9,,,,,,,,
3/16/18,Brooklyn,116,Philadelphia,120,0,1,4,,,,,,,,
3/16/18,Dallas,115,Toronto,122,0,1,7,,,,,,,,
3/17/18,Dallas,106,Brooklyn,114,0,1,8,,,,,,,,
3/17/18,Cleveland,114,Chicago,109,0,0,-5,,,,,,,,
3/17/18,Denver,94,Memphis,101,0,1,7,,,,,,,,
3/17/18,Atlanta,117,Milwaukee,122,0,1,5,,,,,,,,
3/17/18,Houston,107,New Orleans,101,0,0,-6,,,,,,,,
3/17/18,Charlotte,101,New York,124,1,1,23,,,,,,,,
3/17/18,Golden State,124,Phoenix,109,0,0,-15,,,,,,,,
3/17/18,Detroit,87,Portland,100,0,1,13,,,,,,,,
3/17/18,Minnesota,101,San Antonio,117,0,1,16,,,,,,,,
3/17/18,Sacramento,97,Utah,103,0,1,6,,,,,,,,
3/17/18,Indiana,102,Washington,109,0,1,7,,,,,,,,
3/18/18,Portland,122,LA Clippers,109,1,0,-13,,,,,,,,
3/18/18,Houston,129,Minnesota,120,0,0,-9,,,,,,,,
3/18/18,Boston,89,New Orleans,108,0,1,19,,,,,,,,
3/18/18,Okla City,132,Toronto,125,0,0,-7,,,,,,,,
3/19/18,Memphis,115,Brooklyn,118,0,1,3,,,,,,,,
3/19/18,Milwaukee,117,Cleveland,124,0,1,7,,,,,,,,
3/19/18,LA Lakers,100,Indiana,110,0,1,10,,,,,,,,
3/19/18,Denver,141,Miami,149,1,1,8,,,,,,,,
3/19/18,Chicago,92,New York,110,1,1,18,,,,,,,,
3/19/18,Charlotte,94,Philadelphia,108,0,1,14,,,,,,,,
3/19/18,Detroit,106,Sacramento,90,0,0,-16,,,,,,,,
3/19/18,Golden State,75,San Antonio,89,0,1,14,,,,,,,,
3/20/18,Okla City,99,Boston,100,0,1,1,,,,,,,,
3/20/18,LA Clippers,109,Minnesota,123,0,1,14,,,,,,,,
3/20/18,Dallas,105,New Orleans,115,0,1,10,,,,,,,,
3/20/18,Toronto,93,Orlando,86,0,0,-7,,,,,,,,
3/20/18,Detroit,115,Phoenix,88,0,0,-27,,,,,,,,
3/20/18,Houston,115,Portland,111,0,0,-4,,,,,,,,
3/20/18,Atlanta,99,Utah,94,0,0,-5,,,,,,,,
3/21/18,Charlotte,111,Brooklyn,105,0,0,-6,,,,,,,,
3/21/18,Denver,135,Chicago,102,0,0,-33,,,,,,,,
3/21/18,Toronto,129,Cleveland,132,0,1,3,,,,,,,,
3/21/18,New York,98,Miami,119,-1,1,21,,,,,,,,
3/21/18,LA Clippers,127,Milwaukee,120,0,0,-7,,,,,,,,
3/21/18,Indiana,92,New Orleans,96,0,1,4,,,,,,,,
3/21/18,Memphis,105,Philadelphia,119,0,1,14,,,,,,,,
3/21/18,Washington,90,San Antonio,98,0,1,8,,,,,,,,
3/22/18,Memphis,79,Charlotte,140,0,1,61,,,,,,,,
3/22/18,Utah,119,Dallas,112,0,0,-7,,,,,,,,
3/22/18,Detroit,96,Houston,100,0,1,4,,,,,,,,
3/22/18,LA Lakers,125,New Orleans,128,0,1,3,,,,,,,,
3/22/18,Philadelphia,118,Orlando,98,0,0,-20,,,,,,,,
3/22/18,Atlanta,90,Sacramento,105,0,1,15,,,,,,,,
3/23/18,Milwaukee,118,Chicago,105,0,0,-13,,,,,,,,
3/23/18,Phoenix,95,Cleveland,120,0,1,25,,,,,,,,
3/23/18,Atlanta,94,Golden State,106,0,1,12,,,,,,,,
3/23/18,LA Clippers,104,Indiana,109,0,1,5,,,,,,,,
3/23/18,Minnesota,108,New York,104,1,0,-4,,,,,,,,
3/23/18,Miami,99,Okla City,105,0,1,6,,,,,,,,
3/23/18,Boston,105,Portland,100,0,0,-5,,,,,,,,
3/23/18,Utah,120,San Antonio,124,0,1,4,,,,,,,,
3/23/18,Brooklyn,112,Toronto,116,0,1,4,,,,,,,,
3/23/18,Denver,108,Washington,100,0,0,-8,,,,,,,,
3/24/18,Charlotte,102,Dallas,98,0,0,-4,,,,,,,,
3/24/18,Chicago,95,Detroit,117,0,1,22,,,,,,,,
3/24/18,New Orleans,91,Houston,114,0,1,23,,,,,,,,
3/24/18,LA Lakers,100,Memphis,93,0,0,-7,,,,,,,,
3/24/18,Phoenix,99,Orlando,105,0,1,6,,,,,,,,
3/24/18,Minnesota,108,Philadelphia,120,0,1,12,,,,,,,,
3/25/18,Cleveland,121,Brooklyn,114,0,0,-7,,,,,,,,
3/25/18,Utah,110,Golden State,91,0,0,-19,,,,,,,,
3/25/18,Atlanta,99,Houston,118,0,1,19,,,,,,,,
3/25/18,Miami,107,Indiana,113,0,1,6,,,,,,,,
3/25/18,San Antonio,103,Milwaukee,106,0,1,3,,,,,,,,
3/25/18,Portland,108,Okla City,105,0,0,-3,,,,,,,,
3/25/18,Boston,104,Sacramento,93,0,0,-11,,,,,,,,
3/25/18,LA Clippers,117,Toronto,106,0,0,-11,,,,,,,,
3/25/18,New York,101,Washington,97,0,0,-4,,,,,,,,
3/26/18,New York,128,Charlotte,137,0,1,9,,,,,,,,
3/26/18,LA Lakers,106,Detroit,112,0,1,6,,,,,,,,
3/26/18,Memphis,101,Minnesota,93,0,0,-8,,,,,,,,
3/26/18,Denver,104,Philadelphia,123,0,1,19,,,,,,,,
3/26/18,Boston,102,Phoenix,94,0,0,-8,,,,,,,,
3/27/18,Indiana,92,Golden State,81,0,0,-11,,,,,,,,
3/27/18,Chicago,86,Houston,118,0,1,32,,,,,,,,
3/27/18,Milwaukee,98,LA Clippers,105,1,1,7,,,,,,,,
3/27/18,Cleveland,79,Miami,98,1,1,19,,,,,,,,
3/27/18,Portland,107,New Orleans,103,0,0,-4,,,,,,,,
3/27/18,Dallas,103,Sacramento,97,0,0,-6,,,,,,,,
3/27/18,Denver,110,Toronto,114,0,1,4,,,,,,,,
3/27/18,San Antonio,106,Washington,116,0,1,10,,,,,,,,
3/28/18,Cleveland,118,Charlotte,105,0,0,-13,,,,,,,,
3/28/18,Dallas,93,LA Lakers,103,1,1,10,,,,,,,,
3/28/18,Portland,103,Memphis,108,0,1,5,,,,,,,,
3/28/18,Atlanta,114,Minnesota,126,0,1,12,,,,,,,,
3/28/18,Brooklyn,111,Orlando,104,0,0,-7,,,,,,,,
3/28/18,New York,101,Philadelphia,118,0,1,17,,,,,,,,
3/28/18,LA Clippers,111,Phoenix,99,0,0,-12,,,,,,,,
3/28/18,Boston,97,Utah,94,0,0,-3,,,,,,,,
3/29/18,Washington,92,Detroit,103,0,1,11,,,,,,,,
3/29/18,Milwaukee,116,Golden State,107,0,0,-9,,,,,,,,
3/29/18,Chicago,92,Miami,103,1,1,11,,,,,,,,
3/29/18,Indiana,106,Sacramento,103,0,0,-3,,,,,,,,
3/29/18,Okla City,99,San Antonio,103,0,1,4,,,,,,,,
3/30/18,Philadelphia,101,Atlanta,91,0,0,-10,,,,,,,,
3/30/18,New Orleans,102,Cleveland,107,0,1,5,,,,,,,,
3/30/18,Minnesota,93,Dallas,92,0,0,-1,,,,,,,,
3/30/18,Phoenix,103,Houston,104,0,1,1,,,,,,,,
3/30/18,Milwaukee,124,LA Lakers,122,1,0,-2,,,,,,,,
3/30/18,Denver,126,Okla City,125,0,0,-1,,,,,,,,
3/30/18,Chicago,90,Orlando,82,0,0,-8,,,,,,,,
3/30/18,LA Clippers,96,Portland,105,0,1,9,,,,,,,,
3/30/18,Memphis,97,Utah,107,0,1,10,,,,,,,,
3/31/18,Toronto,99,Boston,110,0,1,11,,,,,,,,
3/31/18,Brooklyn,110,Miami,109,1,0,-1,,,,,,,,
3/31/18,Detroit,115,New York,109,1,0,-6,,,,,,,,
3/31/18,Golden State,112,Sacramento,96,0,0,-16,,,,,,,,
3/31/18,Charlotte,93,Washington,107,0,1,14,,,,,,,,
4/1/18,Orlando,88,Atlanta,94,0,1,6,,,,,,,,
4/1/18,Detroit,108,Brooklyn,96,0,0,-12,,,,,,,,
4/1/18,Washington,94,Chicago,113,0,1,19,,,,,,,,
4/1/18,Philadelphia,119,Charlotte,102,0,0,-17,,,,,,,,
4/1/18,Dallas,87,Cleveland,98,0,1,11,,,,,,,,
4/1/18,Milwaukee,125,Denver,128,0,1,3,,,,,,,,
4/1/18,Phoenix,107,Golden State,117,0,1,10,,,,,,,,
4/1/18,Indiana,111,LA Clippers,104,1,0,-7,,,,,,,,
4/1/18,Sacramento,84,LA Lakers,83,1,0,-1,,,,,,,,
4/1/18,Utah,121,Minnesota,97,0,0,-24,,,,,,,,
4/1/18,Okla City,109,New Orleans,104,0,0,-5,,,,,,,,
4/1/18,Memphis,98,Portland,113,0,1,15,,,,,,,,
4/1/18,Houston,83,San Antonio,100,0,1,17,,,,,,,,
4/3/18,Charlotte,114,Chicago,120,0,1,6,,,,,,,,
4/3/18,Toronto,106,Cleveland,112,0,1,6,,,,,,,,
4/3/18,Portland,109,Dallas,115,0,1,6,,,,,,,,
4/3/18,Indiana,104,Denver,107,0,1,3,,,,,,,,
4/3/18,Washington,104,Houston,120,0,1,16,,,,,,,,
4/3/18,San Antonio,110,LA Clippers,113,1,1,3,,,,,,,,
4/3/18,Atlanta,98,Miami,101,1,1,3,,,,,,,,
4/3/18,Boston,102,Milwaukee,106,0,1,4,,,,,,,,
4/3/18,Orlando,97,New York,73,1,0,-24,,,,,,,,
4/3/18,Golden State,111,Okla City,107,0,0,-4,,,,,,,,
4/3/18,Brooklyn,95,Philadelphia,121,0,1,26,,,,,,,,
4/3/18,Sacramento,94,Phoenix,97,0,1,3,,,,,,,,
4/3/18,LA Lakers,110,Utah,117,0,1,7,,,,,,,,
4/4/18,Miami,115,Atlanta,86,0,0,-29,,,,,,,,
4/4/18,Philadelphia,115,Detroit,108,0,0,-7,,,,,,,,
4/4/18,San Antonio,112,LA Lakers,122,1,1,10,,,,,,,,
4/4/18,Memphis,95,New Orleans,123,0,1,28,,,,,,,,
4/4/18,Dallas,100,Orlando,105,0,1,5,,,,,,,,
4/4/18,Boston,78,Toronto,96,0,1,18,,,,,,,,
4/5/18,Washington,115,Cleveland,119,0,1,4,,,,,,,,
4/5/18,Minnesota,96,Denver,100,0,1,4,,,,,,,,
4/5/18,Portland,94,Houston,96,0,1,2,,,,,,,,
4/5/18,Golden State,106,Indiana,126,0,1,20,,,,,,,,
4/5/18,Brooklyn,119,Milwaukee,111,0,0,-8,,,,,,,,
4/5/18,LA Clippers,95,Utah,117,0,1,22,,,,,,,,
4/6/18,Chicago,104,Boston,111,0,1,7,,,,,,,,
4/6/18,Dallas,106,Detroit,113,0,1,7,,,,,,,,
4/6/18,Minnesota,113,LA Lakers,96,1,0,-17,,,,,,,,
4/6/18,Sacramento,94,Memphis,93,0,0,-1,,,,,,,,
4/6/18,Miami,98,New York,122,-1,1,24,,,,,,,,
4/6/18,Charlotte,137,Orlando,100,0,0,-37,,,,,,,,
4/6/18,Cleveland,130,Philadelphia,132,0,1,2,,,,,,,,
4/6/18,New Orleans,122,Phoenix,103,0,0,-19,,,,,,,,
4/6/18,Indiana,73,Toronto,92,0,1,19,,,,,,,,
4/6/18,Atlanta,103,Washington,97,0,0,-6,,,,,,,,
4/7/18,Brooklyn,124,Chicago,96,0,0,-28,,,,,,,,
4/7/18,New Orleans,126,Golden State,120,0,0,-6,,,,,,,,
4/7/18,Okla City,108,Houston,102,0,0,-6,,,,,,,,
4/7/18,Denver,134,LA Clippers,115,1,0,-19,,,,,,,,
4/7/18,Milwaukee,115,New York,102,1,0,-13,,,,,,,,
4/7/18,Portland,105,San Antonio,116,0,1,11,,,,,,,,
4/8/18,Atlanta,112,Boston,106,0,0,-6,,,,,,,,
4/8/18,Indiana,123,Charlotte,117,0,0,-6,,,,,,,,
4/8/18,Utah,112,LA Lakers,97,1,0,-15,,,,,,,,
4/8/18,Detroit,117,Memphis,130,0,1,13,,,,,,,,
4/8/18,Dallas,97,Philadelphia,109,0,1,12,,,,,,,,
4/8/18,Golden State,117,Phoenix,100,0,0,-17,,,,,,,,
4/8/18,Orlando,101,Toronto,112,0,1,11,,,,,,,,
4/9/18,Chicago,105,Brooklyn,114,0,1,9,,,,,,,,
4/9/18,Portland,82,Denver,88,0,1,6,,,,,,,,
4/9/18,Toronto,108,Detroit,98,0,0,-10,,,,,,,,
4/9/18,New Orleans,113,LA Clippers,100,1,0,-13,,,,,,,,
4/9/18,Okla City,115,Miami,93,1,0,-22,,,,,,,,
4/9/18,Orlando,86,Milwaukee,102,0,1,16,,,,,,,,
4/9/18,Memphis,94,Minnesota,113,0,1,19,,,,,,,,
4/9/18,Cleveland,123,New York,109,1,0,-14,,,,,,,,
4/9/18,Sacramento,85,San Antonio,98,0,1,13,,,,,,,,
4/10/18,Philadelphia,121,Atlanta,113,0,0,-8,,,,,,,,
4/10/18,Phoenix,124,Dallas,97,0,0,-27,,,,,,,,
4/10/18,Charlotte,119,Indiana,93,0,0,-26,,,,,,,,
4/10/18,Houston,105,LA Lakers,99,1,0,-6,,,,,,,,
4/10/18,Golden State,79,Utah,119,0,1,40,,,,,,,,
4/10/18,Boston,101,Washington,113,0,1,12,,,,,,,,
4/11/18,Brooklyn,97,Boston,110,0,1,13,,,,,,,,
4/11/18,Detroit,119,Chicago,87,0,0,-32,,,,,,,,
4/11/18,New York,110,Cleveland,98,0,0,-12,,,,,,,,
4/11/18,LA Lakers,115,LA Clippers,100,-1,0,-15,,,,,,,,
4/11/18,Toronto,109,Miami,116,1,1,7,,,,,,,,
4/11/18,Denver,106,Minnesota,112,0,1,6,,,,,,,,
4/11/18,San Antonio,98,New Orleans,122,0,1,24,,,,,,,,
4/11/18,Memphis,123,Okla City,137,0,1,14,,,,,,,,
4/11/18,Washington,92,Orlando,101,0,1,9,,,,,,,,
4/11/18,Milwaukee,95,Philadelphia,130,0,1,35,,,,,,,,
4/11/18,Utah,93,Portland,102,0,1,9,,,,,,,,
4/11/18,Houston,83,Sacramento,96,0,1,13,,,,,,,,
4/14/18,San Antonio,92,Golden State,113,0,1,21,,,,,,,,
4/14/18,Miami,103,Philadelphia,130,0,1,27,,,,,,,,
4/14/18,New Orleans,97,Portland,95,0,0,-2,,,,,,,,
4/14/18,Washington,106,Toronto,114,0,1,8,,,,,,,,
4/15/18,Milwaukee,107,Boston,113,0,1,6,,,,,,,,
4/15/18,Indiana,98,Cleveland,80,0,0,-18,,,,,,,,
4/15/18,Minnesota,101,Houston,104,0,1,3,,,,,,,,
4/15/18,Utah,108,Okla City,116,0,1,8,,,,,,,,
4/16/18,San Antonio,101,Golden State,116,0,1,15,,,,,,,,
4/16/18,Miami,113,Philadelphia,103,0,0,-10,,,,,,,,
4/17/18,Milwaukee,106,Boston,120,0,1,14,,,,,,,,
4/17/18,New Orleans,111,Portland,102,0,0,-9,,,,,,,,
4/17/18,Washington,119,Toronto,130,0,1,11,,,,,,,,
4/18/18,Indiana,97,Cleveland,100,0,1,3,,,,,,,,
4/18/18,Minnesota,82,Houston,102,0,1,20,,,,,,,,
4/18/18,Utah,102,Okla City,95,0,0,-7,,,,,,,,
4/19/18,Philadelphia,128,Miami,108,1,0,-20,,,,,,,,
4/19/18,Portland,102,New Orleans,119,0,1,17,,,,,,,,
4/19/18,Golden State,110,San Antonio,97,0,0,-13,,,,,,,,
4/20/18,Cleveland,90,Indiana,92,0,1,2,,,,,,,,
4/20/18,Boston,92,Milwaukee,116,0,1,24,,,,,,,,
4/20/18,Toronto,103,Washington,122,0,1,19,,,,,,,,
4/21/18,Philadelphia,106,Miami,102,1,0,-4,,,,,,,,
4/21/18,Houston,105,Minnesota,121,0,1,16,,,,,,,,
4/21/18,Portland,123,New Orleans,131,0,1,8,,,,,,,,
4/21/18,Okla City,102,Utah,115,0,1,13,,,,,,,,
4/22/18,Cleveland,104,Indiana,100,0,0,-4,,,,,,,,
4/22/18,Boston,102,Milwaukee,104,0,1,2,,,,,,,,
4/22/18,Golden State,90,San Antonio,103,0,1,13,,,,,,,,
4/22/18,Toronto,98,Washington,106,0,1,8,,,,,,,,
4/23/18,Houston,119,Minnesota,100,0,0,-19,,,,,,,,
4/23/18,Okla City,96,Utah,113,0,1,17,,,,,,,,
4/24/18,Milwaukee,87,Boston,92,0,1,5,,,,,,,,
4/24/18,San Antonio,91,Golden State,99,0,1,8,,,,,,,,
4/24/18,Miami,91,Philadelphia,104,0,1,13,,,,,,,,
4/25/18,Indiana,95,Cleveland,98,0,1,3,,,,,,,,
4/25/18,Minnesota,104,Houston,122,0,1,18,,,,,,,,
4/25/18,Utah,99,Okla City,107,0,1,8,,,,,,,,
4/25/18,Washington,98,Toronto,108,0,1,10,,,,,,,,
4/26/18,Boston,86,Milwaukee,97,0,1,11,,,,,,,,
4/27/18,Cleveland,87,Indiana,121,0,1,34,,,,,,,,
4/27/18,Okla City,91,Utah,96,0,1,5,,,,,,,,
4/27/18,Toronto,102,Washington,92,0,0,-10,,,,,,,,
4/28/18,Milwaukee,96,Boston,112,0,1,16,,,,,,,,
4/28/18,New Orleans,101,Golden State,123,0,1,22,,,,,,,,
4/29/18,Indiana,101,Cleveland,105,0,1,4,,,,,,,,
4/29/18,Utah,96,Houston,110,0,1,14,,,,,,,,
4/30/18,Philadelphia,101,Boston,117,0,1,16,,,,,,,,
5/1/18,New Orleans,116,Golden State,121,0,1,5,,,,,,,,
5/1/18,Cleveland,113,Toronto,112,0,0,-1,,,,,,,,
5/2/18,Utah,116,Houston,108,0,0,-8,,,,,,,,
5/3/18,Philadelphia,103,Boston,108,0,1,5,,,,,,,,
5/3/18,Cleveland,128,Toronto,110,0,0,-18,,,,,,,,
5/4/18,Golden State,100,New Orleans,119,0,1,19,,,,,,,,
5/4/18,Houston,113,Utah,92,0,0,-21,,,,,,,,
5/5/18,Toronto,103,Cleveland,105,0,1,2,,,,,,,,
5/5/18,Boston,101,Philadelphia,98,0,0,-3,,,,,,,,
5/6/18,Golden State,118,New Orleans,92,0,0,-26,,,,,,,,
5/6/18,Houston,100,Utah,87,0,0,-13,,,,,,,,
5/7/18,Toronto,93,Cleveland,128,0,1,35,,,,,,,,
5/7/18,Boston,92,Philadelphia,103,0,1,11,,,,,,,,
5/8/18,New Orleans,104,Golden State,113,0,1,9,,,,,,,,
5/8/18,Utah,102,Houston,112,0,1,10,,,,,,,,
5/9/18,Philadelphia,112,Boston,114,0,1,2,,,,,,,,
5/13/18,Cleveland,83,Boston,108,0,1,25,,,,,,,,
5/14/18,Golden State,119,Houston,106,0,0,-13,,,,,,,,
5/15/18,Cleveland,94,Boston,107,0,1,13,,,,,,,,
5/16/18,Golden State,105,Houston,127,0,1,22,,,,,,,,
5/19/18,Boston,86,Cleveland,116,0,1,30,,,,,,,,
5/20/18,Houston,85,Golden State,126,0,1,41,,,,,,,,
5/21/18,Boston,102,Cleveland,111,0,1,9,,,,,,,,
5/22/18,Houston,95,Golden State,92,0,0,-3,,,,,,,,
5/23/18,Cleveland,83,Boston,96,0,1,13,,,,,,,,
5/24/18,Golden State,94,Houston,98,0,1,4,,,,,,,,
5/25/18,Boston,99,Cleveland,109,0,1,10,,,,,,,,
5/26/18,Houston,86,Golden State,115,0,1,29,,,,,,,,
5/27/18,Cleveland,87,Boston,79,0,0,-8,,,,,,,,
5/28/18,Golden State,101,Houston,92,0,0,-9,,,,,,,,
5/31/18,Cleveland,114,Golden State,124,0,1,10,,,,,,,,
6/3/18,Cleveland,103,Golden State,122,0,1,19,,,,,,,,
6/6/18,Golden State,110,Cleveland,102,0,0,-8,,,,,,,,
6/8/18,Golden State,108,Cleveland,85,0,0,-23,,,,,,,,
11/10/16,Golden State,125,Denver,101,0,0,-24,,,,,,,,
11/10/16,Chicago,98,Miami,95,1,0,-3,,,,,,,,
11/10/16,New Orleans,112,Milwaukee,106,0,0,-6,,,,,,,,
11/10/16,LA Lakers,101,Sacramento,91,0,0,-10,,,,,,,,
11/11/16,New York,87,Boston,115,0,1,28,,,,,,,,
11/11/16,Toronto,113,Charlotte,111,0,0,-2,,,,,,,,
11/11/16,LA Clippers,110,Okla City,108,0,0,-2,,,,,,,,
11/11/16,Utah,87,Orlando,74,0,0,-13,,,,,,,,
11/11/16,Indiana,105,Philadelphia,109,0,1,4,,,,,,,,
11/11/16,Sacramento,120,Portland,122,0,1,2,,,,,,,,
11/11/16,Detroit,86,San Antonio,96,0,1,10,,,,,,,,
11/11/16,Cleveland,105,Washington,94,0,0,-11,,,,,,,,
11/12/16,Philadelphia,96,Atlanta,117,0,1,21,,,,,,,,
11/12/16,Washington,95,Chicago,106,0,1,11,,,,,,,,
11/12/16,Detroit,106,Denver,95,0,0,-11,,,,,,,,
11/12/16,San Antonio,106,Houston,100,0,0,-6,,,,,,,,
11/12/16,Boston,105,Indiana,99,0,0,-6,,,,,,,,
11/12/16,Utah,102,Miami,91,1,0,-11,,,,,,,,
11/12/16,Memphis,96,Milwaukee,106,0,1,10,,,,,,,,
11/12/16,LA Clippers,119,Minnesota,105,0,0,-14,,,,,,,,
11/12/16,LA Lakers,126,New Orleans,99,0,0,-27,,,,,,,,
11/12/16,Brooklyn,122,Phoenix,104,0,0,-18,,,,,,,,
11/12/16,New York,107,Toronto,118,0,1,11,,,,,,,,
11/13/16,Charlotte,93,Cleveland,100,0,1,7,,,,,,,,
11/13/16,Phoenix,120,Golden State,133,0,1,13,,,,,,,,
11/13/16,LA Lakers,99,Minnesota,125,0,1,26,,,,,,,,
11/13/16,Orlando,119,Okla City,117,0,0,-2,,,,,,,,
11/13/16,Denver,105,Portland,112,0,1,7,,,,,,,,
11/14/16,Okla City,88,Detroit,104,0,1,16,,,,,,,,
11/14/16,Philadelphia,88,Houston,115,0,1,27,,,,,,,,
11/14/16,Orlando,69,Indiana,88,0,1,19,,,,,,,,
11/14/16,Brooklyn,95,LA Clippers,127,1,1,32,,,,,,,,
11/14/16,Boston,105,New Orleans,106,0,1,1,,,,,,,,
11/14/16,Dallas,77,New York,93,1,1,16,,,,,,,,
11/14/16,Miami,90,San Antonio,94,0,1,4,,,,,,,,
11/14/16,Memphis,102,Utah,96,0,0,-6,,,,,,,,
11/15/16,Toronto,117,Cleveland,121,0,1,4,,,,,,,,
11/15/16,Brooklyn,118,LA Lakers,125,1,1,7,,,,,,,,
11/15/16,Atlanta,93,Miami,90,1,0,-3,,,,,,,,
11/15/16,Charlotte,115,Minnesota,108,0,0,-7,,,,,,,,
11/15/16,Chicago,113,Portland,88,0,0,-25,,,,,,,,
11/16/16,Milwaukee,100,Atlanta,107,0,1,7,,,,,,,,
11/16/16,Dallas,83,Boston,90,0,1,7,,,,,,,,
11/16/16,Phoenix,104,Denver,120,0,1,16,,,,,,,,
11/16/16,Cleveland,93,Indiana,103,0,1,10,,,,,,,,
