date,visitor,visit_pts,home,home_pts,night_out,result,pt_spread,,,,,,,,
1/3/18,Indiana,101,Milwaukee,122,0,1,21,,,,,,,,
1/3/18,Houston,116,Orlando,98,0,0,-18,,,,,,,,
1/3/18,San Antonio,106,Philadelphia,112,0,1,6,,,,,,,,
1/3/18,New Orleans,108,Utah,98,0,0,-10,,,,,,,,
1/3/18,New York,103,Washington,121,0,1,18,,,,,,,,
1/4/18,Golden State,124,Houston,114,0,0,-10,,,,,,,,
1/4/18,Okla City,127,LA Clippers,117,1,0,-10,,,,,,,,
1/5/18,Minnesota,84,Boston,91,0,1,7,,,,,,,,
1/5/18,Chicago,127,Dallas,124,0,0,-3,,,,,,,,
1/5/18,Utah,91,Denver,99,0,1,8,,,,,,,,
1/5/18,Charlotte,108,LA Lakers,94,1,0,-14,,,,,,,,
1/5/18,Washington,102,Memphis,100,0,0,-2,,,,,,,,
1/5/18,New York,103,Miami,107,-1,1,4,,,,,,,,
1/5/18,Toronto,129,Milwaukee,110,0,0,-19,,,,,,,,
1/5/18,Detroit,78,Philadelphia,114,0,1,36,,,,,,,,
1/5/18,Atlanta,89,Portland,110,0,1,21,,,,,,,,
1/5/18,Phoenix,89,San Antonio,103,0,1,14,,,,,,,,
1/6/18,Boston,87,Brooklyn,85,0,0,-2,,,,,,,,
1/6/18,Houston,101,Detroit,108,0,1,7,,,,,,,,
1/6/18,Chicago,86,Indiana,125,0,1,39,,,,,,,,
1/6/18,Golden State,121,LA Clippers,105,1,0,-16,,,,,,,,
1/6/18,New Orleans,98,Minnesota,116,0,1,18,,,,,,,,
1/6/18,Cleveland,131,Orlando,127,0,0,-4,,,,,,,,
1/6/18,Denver,98,Sacramento,106,0,1,8,,,,,,,,
1/6/18,Milwaukee,110,Washington,103,0,0,-7,,,,,,,,
1/7/18,New York,100,Dallas,96,0,0,-4,,,,,,,,
1/7/18,Atlanta,113,LA Lakers,132,1,1,19,,,,,,,,
1/7/18,Utah,102,Miami,103,1,1,1,,,,,,,,
1/7/18,Okla City,100,Phoenix,114,0,1,14,,,,,,,,
1/7/18,San Antonio,110,Portland,111,0,1,1,,,,,,,,
1/8/18,Toronto,114,Brooklyn,113,0,0,-1,,,,,,,,
1/8/18,Houston,116,Chicago,107,0,0,-9,,,,,,,,
1/8/18,Denver,114,Golden State,124,0,1,10,,,,,,,,
1/8/18,Milwaukee,96,Indiana,109,0,1,13,,,,,,,,
1/8/18,Atlanta,107,LA Clippers,108,1,1,1,,,,,,,,
1/8/18,Cleveland,99,Minnesota,127,0,1,28,,,,,,,,
1/8/18,Detroit,109,New Orleans,112,0,1,3,,,,,,,,
1/8/18,San Antonio,107,Sacramento,100,0,0,-7,,,,,,,,
1/9/18,Orlando,99,Dallas,114,0,1,15,,,,,,,,
1/9/18,Sacramento,86,LA Lakers,99,1,1,13,,,,,,,,
1/9/18,Portland,117,Okla City,106,0,0,-11,,,,,,,,
1/9/18,Miami,90,Toronto,89,0,0,-1,,,,,,,,
1/10/18,Detroit,114,Brooklyn,80,0,0,-34,,,,,,,,
1/10/18,Dallas,115,Charlotte,111,0,0,-4,,,,,,,,
1/10/18,Atlanta,110,Denver,97,0,0,-13,,,,,,,,
1/10/18,LA Clippers,125,Golden State,106,0,0,-19,,,,,,,,
1/10/18,Portland,112,Houston,121,0,1,9,,,,,,,,
1/10/18,Miami,114,Indiana,106,0,0,-8,,,,,,,,
1/10/18,New Orleans,102,Memphis,105,0,1,3,,,,,,,,
1/10/18,Orlando,103,Milwaukee,110,0,1,7,,,,,,,,
1/10/18,Okla City,88,Minnesota,104,0,1,16,,,,,,,,
1/10/18,Chicago,122,New York,119,1,0,-3,,,,,,,,
1/10/18,Utah,107,Washington,104,0,0,-3,,,,,,,,
1/11/18,San Antonio,81,LA Lakers,93,1,1,12,,,,,,,,
1/11/18,Boston,114,Philadelphia,103,0,0,-11,,,,,,,,
1/11/18,LA Clippers,121,Sacramento,115,0,0,-6,,,,,,,,
1/11/18,Cleveland,99,Toronto,133,0,1,34,,,,,,,,
1/12/18,Brooklyn,110,Atlanta,105,0,0,-5,,,,,,,,
1/12/18,Utah,88,Charlotte,99,0,1,11,,,,,,,,
1/12/18,Memphis,78,Denver,87,0,1,9,,,,,,,,
1/12/18,Cleveland,95,Indiana,97,0,1,2,,,,,,,,
1/12/18,Golden State,108,Milwaukee,94,0,0,-14,,,,,,,,
1/12/18,New York,108,Minnesota,118,0,1,10,,,,,,,,
1/12/18,Portland,113,New Orleans,119,0,1,6,,,,,,,,
1/12/18,Houston,112,Phoenix,95,0,0,-17,,,,,,,,
1/12/18,Orlando,119,Washington,125,0,1,6,,,,,,,,
1/13/18,Detroit,105,Chicago,107,0,1,2,,,,,,,,
1/13/18,Okla City,101,Charlotte,91,0,0,-10,,,,,,,,
1/13/18,LA Lakers,107,Dallas,101,0,0,-6,,,,,,,,
1/13/18,Sacramento,105,LA Clippers,126,1,1,21,,,,,,,,
1/13/18,Denver,80,San Antonio,112,0,1,32,,,,,,,,
1/13/18,Golden State,127,Toronto,125,0,0,-2,,,,,,,,
1/13/18,Brooklyn,113,Washington,119,0,1,6,,,,,,,,
1/14/18,Milwaukee,79,Miami,97,1,1,18,,,,,,,,
1/14/18,Portland,103,Minnesota,120,0,1,17,,,,,,,,
1/14/18,New Orleans,123,New York,118,1,0,-5,,,,,,,,
1/14/18,Indiana,120,Phoenix,97,0,0,-23,,,,,,,,
1/15/18,San Antonio,99,Atlanta,102,0,1,3,,,,,,,,
1/15/18,New York,119,Brooklyn,104,0,0,-15,,,,,,,,
1/15/18,Miami,111,Chicago,119,0,1,8,,,,,,,,
1/15/18,Golden State,118,Cleveland,108,0,0,-10,,,,,,,,
1/15/18,Charlotte,118,Detroit,107,0,0,-11,,,,,,,,
1/15/18,Houston,102,LA Clippers,113,1,1,11,,,,,,,,
1/15/18,LA Lakers,114,Memphis,123,0,1,9,,,,,,,,
1/15/18,Sacramento,88,Okla City,95,0,1,7,,,,,,,,
1/15/18,Toronto,111,Philadelphia,117,0,1,6,,,,,,,,
1/15/18,Indiana,109,Utah,94,0,0,-15,,,,,,,,
1/15/18,Milwaukee,104,Washington,95,0,0,-9,,,,,,,,
1/16/18,New Orleans,116,Boston,113,0,0,-3,,,,,,,,
1/16/18,Dallas,102,Denver,105,0,1,3,,,,,,,,
1/16/18,Minnesota,102,Orlando,108,0,1,6,,,,,,,,
1/16/18,Phoenix,111,Portland,118,0,1,7,,,,,,,,
1/17/18,New Orleans,93,Atlanta,94,0,1,1,,,,,,,,
1/17/18,San Antonio,100,Brooklyn,95,0,0,-5,,,,,,,,
1/17/18,Golden State,119,Chicago,112,0,0,-7,,,,,,,,
1/17/18,Washington,109,Charlotte,133,0,1,24,,,,,,,,
1/17/18,Denver,104,LA Clippers,109,1,1,5,,,,,,,,
1/17/18,New York,99,Memphis,105,0,1,6,,,,,,,,
1/17/18,Miami,106,Milwaukee,101,0,0,-5,,,,,,,,
1/17/18,LA Lakers,90,Okla City,114,0,1,24,,,,,,,,
1/17/18,Utah,120,Sacramento,105,0,0,-15,,,,,,,,
1/17/18,Detroit,91,Toronto,96,0,1,5,,,,,,,,
1/18/18,Philadelphia,89,Boston,80,0,0,-9,,,,,,,,
1/18/18,Orlando,103,Cleveland,104,0,1,1,,,,,,,,
1/18/18,Minnesota,98,Houston,116,0,1,18,,,,,,,,
1/18/18,Indiana,86,Portland,100,0,1,14,,,,,,,,
1/19/18,Miami,95,Brooklyn,101,0,1,6,,,,,,,,
1/19/18,Phoenix,108,Denver,100,0,0,-8,,,,,,,,
1/19/18,Washington,122,Detroit,112,0,0,-10,,,,,,,,
1/19/18,Indiana,86,LA Lakers,99,1,1,13,,,,,,,,
1/19/18,Sacramento,88,Memphis,106,0,1,18,,,,,,,,
1/19/18,San Antonio,83,Toronto,86,0,1,3,,,,,,,,
1/19/18,New York,117,Utah,115,0,0,-2,,,,,,,,
1/20/18,Chicago,113,Atlanta,97,0,0,-16,,,,,,,,
1/20/18,Miami,106,Charlotte,105,0,0,-1,,,,,,,,
1/20/18,Okla City,148,Cleveland,124,0,0,-24,,,,,,,,
1/20/18,Golden State,108,Houston,116,0,1,8,,,,,,,,
1/20/18,Toronto,109,Minnesota,115,0,1,6,,,,,,,,
1/20/18,Memphis,104,New Orleans,111,0,1,7,,,,,,,,
1/20/18,Milwaukee,94,Philadelphia,116,0,1,22,,,,,,,,
1/20/18,Dallas,108,Portland,117,0,1,9,,,,,,,,
1/20/18,LA Clippers,113,Utah,125,0,1,12,,,,,,,,
1/21/18,Orlando,103,Boston,95,0,0,-8,,,,,,,,
1/21/18,Brooklyn,101,Detroit,100,0,0,-1,,,,,,,,
1/21/18,New York,107,LA Lakers,127,-1,1,20,,,,,,,,
1/21/18,Indiana,94,San Antonio,86,0,0,-8,,,,,,,,
1/22/18,Utah,90,Atlanta,104,0,1,14,,,,,,,,
1/22/18,Sacramento,107,Charlotte,112,0,1,5,,,,,,,,
1/22/18,Washington,75,Dallas,98,0,1,23,,,,,,,,
1/22/18,Portland,101,Denver,104,0,1,3,,,,,,,,
1/22/18,Miami,90,Houston,99,0,1,9,,,,,,,,
1/22/18,Minnesota,126,LA Clippers,118,1,0,-8,,,,,,,,
1/22/18,Philadelphia,101,Memphis,105,0,1,4,,,,,,,,
1/22/18,Phoenix,105,Milwaukee,109,0,1,4,,,,,,,,
1/22/18,Chicago,128,New Orleans,132,0,1,4,,,,,,,,
1/23/18,New York,112,Golden State,123,0,1,11,,,,,,,,
1/23/18,Boston,107,LA Lakers,108,1,1,1,,,,,,,,
1/23/18,Brooklyn,108,Okla City,109,0,1,1,,,,,,,,
1/23/18,Sacramento,105,Orlando,99,0,0,-6,,,,,,,,
1/23/18,Cleveland,102,San Antonio,114,0,1,12,,,,,,,,
1/24/18,Toronto,108,Atlanta,93,0,0,-15,,,,,,,,
1/24/18,New Orleans,101,Charlotte,96,0,0,-5,,,,,,,,
1/24/18,Houston,104,Dallas,97,0,0,-7,,,,,,,,
1/24/18,Utah,98,Detroit,95,0,0,-3,,,,,,,,
1/24/18,Phoenix,101,Indiana,116,0,1,15,,,,,,,,
1/24/18,Boston,113,LA Clippers,102,1,0,-11,,,,,,,,
1/24/18,San Antonio,108,Memphis,85,0,0,-23,,,,,,,,
1/24/18,Chicago,101,Philadelphia,115,0,1,14,,,,,,,,
1/24/18,Minnesota,114,Portland,123,0,1,9,,,,,,,,
1/25/18,New York,118,Denver,130,0,1,12,,,,,,,,
1/25/18,Minnesota,113,Golden State,126,0,1,13,,,,,,,,
1/25/18,Sacramento,89,Miami,88,1,0,-1,,,,,,,,
1/25/18,Washington,112,Okla City,121,0,1,9,,,,,,,,
1/26/18,LA Lakers,108,Chicago,103,0,0,-5,,,,,,,,
1/26/18,Atlanta,110,Charlotte,121,0,1,11,,,,,,,,
1/26/18,Indiana,108,Cleveland,115,0,1,7,,,,,,,,
1/26/18,Portland,107,Dallas,93,0,0,-14,,,,,,,,
1/26/18,LA Clippers,109,Memphis,100,0,0,-9,,,,,,,,
1/26/18,Brooklyn,91,Milwaukee,116,0,1,25,,,,,,,,
1/26/18,Houston,113,New Orleans,115,0,1,2,,,,,,,,
1/26/18,New York,107,Phoenix,85,0,0,-22,,,,,,,,
1/26/18,Philadelphia,97,San Antonio,78,0,0,-19,,,,,,,,
1/26/18,Utah,97,Toronto,93,0,0,-4,,,,,,,,
1/27/18,Washington,129,Atlanta,104,0,0,-25,,,,,,,,
1/27/18,Dallas,89,Denver,91,0,1,2,,,,,,,,
1/27/18,Okla City,121,Detroit,108,0,0,-13,,,,,,,,
1/27/18,Boston,105,Golden State,109,0,1,4,,,,,,,,
1/27/18,Orlando,112,Indiana,114,0,1,2,,,,,,,,
1/27/18,Charlotte,91,Miami,95,1,1,4,,,,,,,,
1/27/18,Brooklyn,97,Minnesota,111,0,1,14,,,,,,,,
1/28/18,Milwaukee,110,Chicago,96,0,0,-14,,,,,,,,
1/28/18,Detroit,104,Cleveland,121,0,1,17,,,,,,,,
1/28/18,Phoenix,102,Houston,113,0,1,11,,,,,,,,
1/28/18,LA Clippers,112,New Orleans,103,0,0,-9,,,,,,,,
1/28/18,Philadelphia,112,Okla City,122,0,1,10,,,,,,,,
1/28/18,Sacramento,98,San Antonio,113,0,1,15,,,,,,,,
1/28/18,LA Lakers,111,Toronto,123,0,1,12,,,,,,,,
1/29/18,Minnesota,100,Atlanta,105,0,1,5,,,,,,,,
1/29/18,Miami,95,Dallas,88,0,0,-7,,,,,,,,
1/29/18,Boston,111,Denver,110,0,0,-1,,,,,,,,
1/29/18,Charlotte,96,Indiana,105,0,1,9,,,,,,,,
1/29/18,Phoenix,109,Memphis,120,0,1,11,,,,,,,,
1/29/18,Philadelphia,95,Milwaukee,107,0,1,12,,,,,,,,
1/30/18,Cleveland,114,Detroit,125,0,1,11,,,,,,,,
1/30/18,Orlando,107,Houston,114,0,1,7,,,,,,,,
1/30/18,Portland,104,LA Clippers,96,1,0,-8,,,,,,,,
1/30/18,Sacramento,114,New Orleans,103,0,0,-11,,,,,,,,
1/30/18,Brooklyn,95,New York,111,1,1,16,,,,,,,,
1/30/18,Denver,104,San Antonio,106,0,1,2,,,,,,,,
1/30/18,Minnesota,104,Toronto,109,0,1,5,,,,,,,,
1/30/18,Golden State,99,Utah,129,0,1,30,,,,,,,,
1/30/18,Okla City,96,Washington,102,0,1,6,,,,,,,,
1/31/18,Charlotte,123,Atlanta,110,0,0,-13,,,,,,,,
1/31/18,New York,73,Boston,103,0,1,30,,,,,,,,
1/31/18,Philadelphia,108,Brooklyn,116,0,1,8,,,,,,,,
1/31/18,Miami,89,Cleveland,91,0,1,2,,,,,,,,
1/31/18,Memphis,101,Indiana,105,0,1,4,,,,,,,,
1/31/18,LA Lakers,105,Orlando,127,0,1,22,,,,,,,,
1/31/18,Dallas,88,Phoenix,102,0,1,14,,,,,,,,
1/31/18,Chicago,108,Portland,124,0,1,16,,,,,,,,
2/1/18,Okla City,124,Denver,127,0,1,3,,,,,,,,
2/1/18,Memphis,102,Detroit,104,0,1,2,,,,,,,,
2/1/18,Milwaukee,89,Minnesota,108,0,1,19,,,,,,,,
2/1/18,Houston,102,San Antonio,91,0,0,-11,,,,,,,,
2/1/18,Toronto,119,Washington,122,0,1,3,,,,,,,,
2/2/18,Atlanta,110,Boston,119,0,1,9,,,,,,,,
2/2/18,LA Lakers,102,Brooklyn,99,0,0,-3,,,,,,,,
2/2/18,Indiana,126,Charlotte,133,0,1,7,,,,,,,,
2/2/18,New York,90,Milwaukee,92,0,1,2,,,,,,,,
2/2/18,New Orleans,114,Okla City,100,0,0,-14,,,,,,,,
2/2/18,Miami,97,Philadelphia,103,0,1,6,,,,,,,,
2/2/18,Utah,129,Phoenix,97,0,0,-32,,,,,,,,
2/2/18,Golden State,119,Sacramento,104,0,0,-15,,,,,,,,
2/2/18,Portland,105,Toronto,130,0,1,25,,,,,,,,
2/3/18,Houston,120,Cleveland,88,0,0,-32,,,,,,,,
2/3/18,Golden State,108,Denver,115,0,1,7,,,,,,,,
2/3/18,Miami,107,Detroit,111,0,1,4,,,,,,,,
2/3/18,Philadelphia,92,Indiana,100,0,1,8,,,,,,,,
2/3/18,Chicago,103,LA Clippers,113,1,1,10,,,,,,,,
2/3/18,New Orleans,107,Minnesota,118,0,1,11,,,,,,,,
2/3/18,Washington,115,Orlando,98,0,0,-17,,,,,,,,
2/3/18,Dallas,106,Sacramento,99,0,0,-7,,,,,,,,
2/3/18,Utah,120,San Antonio,111,0,0,-9,,,,,,,,
2/4/18,Portland,96,Boston,97,0,1,1,,,,,,,,
2/4/18,Milwaukee,109,Brooklyn,94,0,0,-15,,,,,,,,
2/4/18,Atlanta,99,New York,96,1,0,-3,,,,,,,,
2/4/18,LA Lakers,108,Okla City,104,0,0,-4,,,,,,,,
2/4/18,Charlotte,115,Phoenix,110,0,0,-5,,,,,,,,
2/4/18,Memphis,86,Toronto,101,0,1,15,,,,,,,,
2/5/18,Charlotte,104,Denver,121,0,1,17,,,,,,,,
2/5/18,Portland,91,Detroit,111,0,1,20,,,,,,,,
2/5/18,Washington,111,Indiana,102,0,0,-9,,,,,,,,
2/5/18,Dallas,101,LA Clippers,104,1,1,3,,,,,,,,
2/5/18,Orlando,111,Miami,109,1,0,-2,,,,,,,,
2/5/18,Utah,133,New Orleans,109,0,0,-24,,,,,,,,
2/5/18,Chicago,98,Sacramento,104,0,1,6,,,,,,,,
2/6/18,Memphis,82,Atlanta,108,0,1,26,,,,,,,,
2/6/18,Houston,123,Brooklyn,113,0,0,-10,,,,,,,,
2/6/18,Okla City,125,Golden State,105,0,0,-20,,,,,,,,
2/6/18,Phoenix,93,LA Lakers,112,1,1,19,,,,,,,,
2/6/18,Milwaukee,103,New York,89,1,0,-14,,,,,,,,
2/6/18,Cleveland,98,Orlando,116,0,1,18,,,,,,,,
2/6/18,Washington,102,Philadelphia,115,0,1,13,,,,,,,,
2/6/18,Boston,91,Toronto,111,0,1,20,,,,,,,,
2/7/18,Minnesota,138,Cleveland,140,0,1,2,,,,,,,,
2/7/18,Brooklyn,106,Detroit,115,0,1,9,,,,,,,,
2/7/18,Utah,92,Memphis,88,0,0,-4,,,,,,,,
2/7/18,Houston,109,Miami,101,1,0,-8,,,,,,,,
2/7/18,San Antonio,129,Phoenix,81,0,0,-48,,,,,,,,
2/8/18,Dallas,103,Golden State,121,0,1,18,,,,,,,,
2/8/18,Okla City,81,LA Lakers,106,1,1,25,,,,,,,,
2/8/18,Atlanta,98,Orlando,100,0,1,2,,,,,,,,
2/8/18,Charlotte,103,Portland,109,0,1,6,,,,,,,,
2/8/18,New York,88,Toronto,113,0,1,25,,,,,,,,
2/8/18,Boston,110,Washington,104,0,0,-6,,,,,,,,
2/9/18,Cleveland,123,Atlanta,107,0,0,-16,,,,,,,,
2/9/18,Indiana,97,Boston,91,0,0,-6,,,,,,,,
2/9/18,Minnesota,113,Chicago,114,0,1,1,,,,,,,,
2/9/18,LA Clippers,108,Detroit,95,0,0,-13,,,,,,,,
2/9/18,Denver,104,Houston,130,0,1,26,,,,,,,,
2/9/18,Milwaukee,85,Miami,91,1,1,6,,,,,,,,
2/9/18,New Orleans,82,Philadelphia,100,0,1,18,,,,,,,,
2/9/18,Portland,118,Sacramento,100,0,0,-18,,,,,,,,
2/9/18,Charlotte,94,Utah,106,0,1,12,,,,,,,,
2/10/18,New Orleans,138,Brooklyn,128,0,0,-10,,,,,,,,
2/10/18,Washington,101,Chicago,90,0,0,-11,,,,,,,,
2/10/18,LA Lakers,123,Dallas,130,0,1,7,,,,,,,,
2/10/18,San Antonio,105,Golden State,122,0,1,17,,,,,,,,
2/10/18,Milwaukee,111,Orlando,104,0,0,-7,,,,,,,,
2/10/18,LA Clippers,98,Philadelphia,112,0,1,14,,,,,,,,
2/10/18,Denver,123,Phoenix,113,0,0,-10,,,,,,,,
2/11/18,Detroit,115,Atlanta,118,0,1,3,,,,,,,,
2/11/18,Cleveland,121,Boston,99,0,0,-22,,,,,,,,
2/11/18,Toronto,123,Charlotte,103,0,0,-20,,,,,,,,
2/11/18,Dallas,97,Houston,104,0,1,7,,,,,,,,
2/11/18,New York,113,Indiana,121,0,1,8,,,,,,,,
2/11/18,Sacramento,106,Minnesota,111,0,1,5,,,,,,,,
2/11/18,Memphis,92,Okla City,110,0,1,18,,,,,,,,
2/11/18,Utah,115,Portland,96,0,0,-19,,,,,,,,
2/12/18,LA Clippers,114,Brooklyn,101,0,0,-13,,,,,,,,
2/12/18,Orlando,101,Chicago,105,0,1,4,,,,,,,,
2/12/18,New Orleans,118,Detroit,103,0,0,-15,,,,,,,,
2/12/18,Phoenix,83,Golden State,129,0,1,46,,,,,,,,
2/12/18,New York,92,Philadelphia,108,0,1,16,,,,,,,,
2/12/18,San Antonio,99,Utah,101,0,1,2,,,,,,,,
2/13/18,Sacramento,114,Dallas,109,0,0,-5,,,,,,,,
2/13/18,San Antonio,109,Denver,117,0,1,8,,,,,,,,
2/13/18,Atlanta,92,Milwaukee,97,0,1,5,,,,,,,,
2/13/18,Houston,126,Minnesota,108,0,0,-18,,,,,,,,
2/13/18,Cleveland,120,Okla City,112,0,0,-8,,,,,,,,
2/13/18,Miami,112,Toronto,115,0,1,3,,,,,,,,
2/14/18,LA Clippers,129,Boston,119,0,0,-10,,,,,,,,
2/14/18,Indiana,108,Brooklyn,103,0,0,-5,,,,,,,,
2/14/18,Toronto,122,Chicago,98,0,0,-24,,,,,,,,
2/14/18,Atlanta,98,Detroit,104,0,1,6,,,,,,,,
2/14/18,Sacramento,91,Houston,100,0,1,9,,,,,,,,
2/14/18,Okla City,121,Memphis,114,0,0,-7,,,,,,,,
2/14/18,LA Lakers,117,New Orleans,139,0,1,22,,,,,,,,
2/14/18,Washington,118,New York,113,1,0,-5,,,,,,,,
2/14/18,Charlotte,104,Orlando,102,0,0,-2,,,,,,,,
2/14/18,Miami,102,Philadelphia,104,0,1,2,,,,,,,,
2/14/18,Golden State,117,Portland,123,0,1,6,,,,,,,,
2/14/18,Phoenix,97,Utah,107,0,1,10,,,,,,,,
2/15/18,Denver,134,Milwaukee,123,0,0,-11,,,,,,,,
2/15/18,LA Lakers,111,Minnesota,119,0,1,8,,,,,,,,
2/22/18,Philadelphia,116,Chicago,115,0,0,-1,,,,,,,,
2/22/18,Brooklyn,96,Charlotte,111,0,1,15,,,,,,,,
2/22/18,Washington,110,Cleveland,103,0,0,-7,,,,,,,,
2/22/18,LA Clippers,127,Golden State,134,0,1,7,,,,,,,,
2/22/18,New York,120,Orlando,113,0,0,-7,,,,,,,,
2/22/18,Okla City,110,Sacramento,107,0,0,-3,,,,,,,,
2/23/18,San Antonio,119,Denver,122,0,1,3,,,,,,,,
2/23/18,Boston,110,Detroit,98,0,0,-12,,,,,,,,
2/23/18,Minnesota,102,Houston,120,0,1,18,,,,,,,,
2/23/18,Atlanta,93,Indiana,116,0,1,23,,,,,,,,
2/23/18,Dallas,102,LA Lakers,124,1,1,22,,,,,,,,
2/23/18,Cleveland,112,Memphis,89,0,0,-23,,,,,,,,
2/23/18,Miami,123,New Orleans,124,0,1,1,,,,,,,,
2/23/18,LA Clippers,128,Phoenix,117,0,0,-11,,,,,,,,
2/23/18,Milwaukee,122,Toronto,119,0,0,-3,,,,,,,,
2/23/18,Portland,100,Utah,81,0,0,-19,,,,,,,,
2/23/18,Charlotte,122,Washington,105,0,0,-17,,,,,,,,
2/24/18,Okla City,80,Golden State,112,0,1,32,,,,,,,,
2/24/18,Memphis,89,Miami,115,1,1,26,,,,,,,,
2/24/18,Chicago,104,Minnesota,122,0,1,18,,,,,,,,
2/24/18,Boston,121,New York,112,1,0,-9,,,,,,,,
2/24/18,Orlando,105,Philadelphia,116,0,1,11,,,,,,,,
2/24/18,Portland,106,Phoenix,104,0,0,-2,,,,,,,,
2/24/18,LA Lakers,113,Sacramento,108,0,0,-5,,,,,,,,
2/24/18,Dallas,90,Utah,97,0,1,7,,,,,,,,
2/25/18,Detroit,98,Charlotte,114,0,1,16,,,,,,,,
2/25/18,San Antonio,110,Cleveland,94,0,0,-16,,,,,,,,
2/25/18,Houston,119,Denver,114,0,0,-5,,,,,,,,
2/25/18,New Orleans,123,Milwaukee,121,0,0,-2,,,,,,,,
2/25/18,Philadelphia,94,Washington,109,0,1,15,,,,,,,,
2/26/18,LA Lakers,123,Atlanta,104,0,0,-19,,,,,,,,
2/26/18,Memphis,98,Boston,109,0,1,11,,,,,,,,
2/26/18,Chicago,87,Brooklyn,104,0,1,17,,,,,,,,
2/26/18,Indiana,103,Dallas,109,0,1,6,,,,,,,,
2/26/18,Phoenix,116,New Orleans,125,0,1,9,,,,,,,,
2/26/18,Golden State,125,New York,111,1,0,-14,,,,,,,,
2/26/18,Orlando,105,Okla City,112,0,1,7,,,,,,,,
2/26/18,Minnesota,118,Sacramento,100,0,0,-18,,,,,,,,
2/26/18,Detroit,94,Toronto,123,0,1,29,,,,,,,,
2/26/18,Houston,96,Utah,85,0,0,-11,,,,,,,,
2/27/18,Chicago,103,Charlotte,118,0,1,15,,,,,,,,
2/27/18,Brooklyn,123,Cleveland,129,0,1,6,,,,,,,,
2/27/18,LA Clippers,122,Denver,120,0,0,-2,,,,,,,,
2/27/18,Philadelphia,101,Miami,102,1,1,1,,,,,,,,
2/27/18,Washington,107,Milwaukee,104,0,0,-3,,,,,,,,
2/27/18,Sacramento,99,Portland,116,0,1,17,,,,,,,,
2/28/18,Indiana,102,Atlanta,107,0,1,5,,,,,,,,
2/28/18,Charlotte,106,Boston,134,0,1,28,,,,,,,,
2/28/18,Okla City,111,Dallas,110,0,0,-1,,,,,,,,
2/28/18,Milwaukee,87,Detroit,110,0,1,23,,,,,,,,
2/28/18,Houston,105,LA Clippers,92,1,0,-13,,,,,,,,
2/28/18,Phoenix,110,Memphis,102,0,0,-8,,,,,,,,
2/28/18,Toronto,117,Orlando,104,0,0,-13,,,,,,,,
2/28/18,New Orleans,121,San Antonio,116,0,0,-5,,,,,,,,
2/28/18,Golden State,109,Washington,101,0,0,-8,,,,,,,,
3/1/18,Philadelphia,108,Cleveland,97,0,0,-11,,,,,,,,
3/1/18,LA Lakers,131,Miami,113,-1,0,-18,,,,,,,,
3/1/18,Minnesota,99,Portland,108,0,1,9,,,,,,,,
3/1/18,Brooklyn,111,Sacramento,116,0,1,5,,,,,,,,
3/2/18,Golden State,114,Atlanta,109,0,0,-5,,,,,,,,
3/2/18,Dallas,100,Chicago,108,0,1,8,,,,,,,,
3/2/18,New York,105,LA Clippers,128,-1,1,23,,,,,,,,
3/2/18,Denver,108,Memphis,102,0,0,-6,,,,,,,,
3/2/18,Indiana,103,Milwaukee,96,0,0,-7,,,,,,,,
3/2/18,Detroit,106,Orlando,115,0,1,9,,,,,,,,
3/2/18,Charlotte,99,Philadelphia,110,0,1,11,,,,,,,,
3/2/18,Okla City,124,Phoenix,116,0,0,-8,,,,,,,,
3/2/18,Minnesota,108,Utah,116,0,1,8,,,,,,,,
3/2/18,Toronto,102,Washington,95,0,0,-7,,,,,,,,
3/3/18,Denver,126,Cleveland,117,0,0,-9,,,,,,,,
3/3/18,Boston,120,Houston,123,0,1,3,,,,,,,,
3/3/18,Detroit,96,Miami,105,1,1,9,,,,,,,,
3/3/18,Memphis,100,Orlando,107,0,1,7,,,,,,,,
3/3/18,Okla City,100,Portland,108,0,1,8,,,,,,,,
3/3/18,Utah,98,Sacramento,91,0,0,-7,,,,,,,,
3/3/18,LA Lakers,116,San Antonio,112,0,0,-4,,,,,,,,
3/4/18,Phoenix,112,Atlanta,113,0,1,1,,,,,,,,
3/4/18,New Orleans,126,Dallas,109,0,0,-17,,,,,,,,
3/4/18,Brooklyn,120,LA Clippers,123,1,1,3,,,,,,,,
3/4/18,Philadelphia,110,Milwaukee,118,0,1,8,,,,,,,,
3/4/18,New York,99,Sacramento,102,0,1,3,,,,,,,,
3/4/18,Charlotte,98,Toronto,103,0,1,5,,,,,,,,
3/4/18,Indiana,98,Washington,95,0,0,-3,,,,,,,,
3/5/18,Boston,105,Chicago,89,0,0,-16,,,,,,,,
3/5/18,Detroit,90,Cleveland,112,0,1,22,,,,,,,,
3/5/18,Milwaukee,89,Indiana,92,0,1,3,,,,,,,,
3/5/18,Portland,108,LA Lakers,103,1,0,-5,,,,,,,,
3/5/18,Phoenix,103,Miami,125,1,1,22,,,,,,,,
3/5/18,Memphis,98,San Antonio,100,0,1,2,,,,,,,,
3/5/18,Orlando,80,Utah,94,0,1,14,,,,,,,,
3/6/18,Philadelphia,128,Charlotte,114,0,0,-14,,,,,,,,
3/6/18,Denver,107,Dallas,118,0,1,11,,,,,,,,
3/6/18,Brooklyn,101,Golden State,114,0,1,13,,,,,,,,
